x,f,y
0.637934935907,0.67716404963,0.6345788324541648
0.64,0.679630809099,0.6571662496785754
0.6411151139419999,0.680959550906,0.7196200385640052
0.643961373544,0.684340525531,0.6860576117052751
0.644105818069,0.684511698752,0.5358170796699364
0.6483259091179999,0.6894950969529999,0.6287202234802923
0.65,0.6914624612739999,0.7467031361731469
0.652101949208,0.693924870158,0.8259963685886536
0.657765110628,0.700515493308,0.5074321954306549
0.65885591997,0.7017775204350001,0.6908597393798901
0.66,0.703098571396,0.5789266044140813
0.661118032911,0.704386953057,0.7999755410031174
0.667211088011,0.7113627711239999,0.9211650836873452
0.6691718597699999,0.713591014561,0.6632121873250341
0.66984294239,0.71435176088,0.7052833629817837
0.67,0.714529664099,0.6099155305140286
0.671733304102,0.7164895104269999,0.5802488512203612
0.674383748821,0.7194738390459999,0.5825996759819385
0.677893359134,0.723402016627,0.6353620432683897
0.68,0.72574688225,0.5922189561431576
0.680288730915,0.7260674971019999,0.6450873505109826
0.6809237634849999,0.726772002437,0.7350339564448857
0.69,0.736742004961,0.8562879132727926
0.6927879677490001,0.7397667773819999,0.5571410263704737
0.699991152419,0.74749804122,0.7090154744262196
0.7,0.7475074624529999,0.6927434105243504
0.7015919138310001,0.749199572076,0.6997657683686098
0.701927056203,0.749555041874,0.7278023310919394
0.703369306523,0.7510817171259999,0.6897307436568703
0.705206764272,0.753019536002,0.8328036788205393
0.705332671896,0.753152024492,0.584524041249785
0.71,0.758036347777,0.5986576788601212
0.7100759969179999,0.758115441885,0.6843452692300571
0.7121074181010001,0.760224444215,0.721529418554981
0.7165658891399999,0.764817806672,0.7964824394321367
0.71813189508,0.766419585329,0.8351200649467518
0.7182960323109999,0.766587121015,0.723049432104857
0.72,0.7683224253650001,0.7434211075708587
0.721203317215,0.769543528222,0.732350363027161
0.723295356812,0.771657899402,0.7090206357824542
0.72432864925,0.772698186207,0.8461646347988693
0.727629403743,0.776003330974,0.77179558526593
0.729047604075,0.7774149882610001,0.9505877821840558
0.73,0.7783601364560001,0.7237678387398278
0.734419604227,0.782715976601,0.8212333502898929
0.74,0.788144601417,0.7938306903899267
0.7412587299160001,0.789358038275,0.8454219699140766
0.741660041005,0.7897440499539999,0.714292936013322
0.744983274203,0.7929245919939999,0.8212127754008935
0.746992518724,0.794833679786,0.8991369533933833
0.7486548339910001,0.7964051978039999,0.8526618375598586
0.74990266718,0.797580142413,0.621324189900492
0.75,0.797671619036,0.8949157888243588
0.751584517328,0.79915732095,0.814735738917291
0.7517777325149999,0.799338037733,0.6955321062966043
0.758416542159,0.8054879389659999,0.8476119971249321
0.758682542539,0.805731935732,1.0472566415344446
0.76,0.806937662858,0.9161941342507928
0.761289271476,0.808113160108,0.9786524781551451
0.761973329892,0.8087350695859999,0.645639237128407
0.762888882156,0.8095655049060001,0.6864000344396286
0.769906661891,0.81585707675,0.6018362603133146
0.77,0.8159398746529999,0.79460448544102
0.7748106449809999,0.8201758577949999,1.0786356517448608
0.78,0.824676055148,0.7901271721324791
0.789655238007,0.832857152481,0.9343306875024945
0.79,0.8331446521279999,0.9071276772652297
0.790101999772,0.8332296493250001,0.8411812611360815
0.790268602158,0.8333684202889999,0.8923022623008654
0.795263178152,0.8374940109800001,0.823974083968989
0.8,0.8413447460690001,0.784127962493278
0.802557962642,0.843399123886,0.8989043881626334
0.8096575160449999,0.849008843471,0.8802580079488388
0.81,0.849276033431,0.733604866429065
0.813180070084,0.851741936639,1.1076344443983848
0.8152371805490001,0.8533226134309999,0.7932742830660447
0.819588181112,0.8566285322030001,0.8163519667396565
0.82,0.8569388078039999,0.7903021571312963
0.8232733638609999,0.859388910862,0.6742023281930216
0.8285090908660001,0.8632483195239999,0.8997180557045491
0.83,0.8643339390539999,0.8775742163437397
0.830213628095,0.8644890094509999,0.9728177846578155
0.830901330555,0.8649873804479999,0.6738383840515051
0.830903765816,0.864989143021,0.9369746905411287
0.833363019536,0.866761030084,0.8209961688536784
0.837244716406,0.869525101119,0.7134633538219757
0.84,0.871462850658,0.7789955806502276
0.847841399008,0.876867941866,0.859259687726704
0.85,0.8783274954260001,0.7827164257105306
0.86,0.884930329778,0.9907447538832213
0.87,0.891274286787,0.7505315225624902
0.8712168065200001,0.8920287155859999,0.8875725647964019
0.88,0.897362748168,0.9906082942793044
0.8867471639229999,0.9013282817020001,0.9522954338981228
0.89,0.903199515414,0.9726704876093084
0.9,0.908788780274,0.7732088585929429
0.91,0.9141350947429999,1.0028991686186564
0.915465747141,0.916956308791,0.8670087700353366
0.92,0.919243340766,0.8826429628399203
0.93,0.9241186998280001,1.0247770863356616
0.94,0.928766622586,0.8101958113540346
0.95,0.933192798731,0.9502305438434073
0.96,0.937403127209,0.9012400829597128
0.97,0.9414036869600001,0.9076951357920402
0.98,0.9452007083,0.8322901577545581
0.99,0.948800545083,1.1069714363658516
